GCD	1,89309E+76	 r 	0	 n 	1,89309E+76
GCD	6,73389E+76	 r 	0	 n 	6,73389E+76
GCD	8,2527E+76	 r 	0	 n 	8,2527E+76
GCD	4,0949E+76	 r 	0	 n 	4,0949E+76
GCD	1,71541E+75	 r 	0	 n 	1,71541E+75
GCD	9,04376E+76	 r 	0	 n 	9,04376E+76
GCD	2,47504E+74	 r 	0	 n 	2,47504E+74
GCD	8,09038E+76	 r 	0	 n 	8,09038E+76
GCD	8,14502E+76	 r 	0	 n 	8,14502E+76
GCD	1,0645E+77	 r 	0	 n 	1,0645E+77
GCD	4,30366E+75	 r 	0	 n 	4,30366E+75
GCD	4,23319E+76	 r 	0	 n 	4,23319E+76
GCD	5,53754E+76	 r 	0	 n 	5,53754E+76
GCD	8,82804E+76	 r 	0	 n 	8,82804E+76
GCD	5,25379E+76	 r 	0	 n 	5,25379E+76
GCD	8,0343E+76	 r 	0	 n 	8,0343E+76
GCD	4,97955E+76	 r 	0	 n 	4,97955E+76
GCD	3,56719E+76	 r 	0	 n 	3,56719E+76
GCD	1,75186E+76	 r 	0	 n 	1,75186E+76
GCD	2,62896E+76	 r 	0	 n 	2,62896E+76
GCD	4,45062E+76	 r 	0	 n 	4,45062E+76
GCD	1,80429E+76	 r 	0	 n 	1,80429E+76
GCD	5,40439E+76	 r 	0	 n 	5,40439E+76
GCD	1,08066E+77	 r 	0	 n 	1,08066E+77
GCD	1,09182E+77	 r 	0	 n 	1,09182E+77
GCD	2,99233E+76	 r 	0	 n 	2,99233E+76
GCD	66	 r 	2,1344E+153	 n 	8,84576E+76
GCD	5,23398E+76	 r 	0	 n 	5,23398E+76
GCD	3,32438E+76	 r 	0	 n 	3,32438E+76
GCD	7,34891E+75	 r 	0	 n 	7,34891E+75
GCD	6	 r 	1,6331E+152	 n 	7,03452E+76
GCD	1,10598E+76	 r 	0	 n 	1,10598E+76
GCD	5,75217E+76	 r 	0	 n 	5,75217E+76
GCD	7,80636E+76	 r 	0	 n 	7,80636E+76
GCD	1,17631E+76	 r 	0	 n 	1,17631E+76
GCD	7,49363E+76	 r 	0	 n 	7,49363E+76
GCD	8,30418E+76	 r 	0	 n 	8,30418E+76
GCD	1,08379E+77	 r 	0	 n 	1,08379E+77
GCD	5,25422E+76	 r 	0	 n 	5,25422E+76
GCD	9,95088E+76	 r 	0	 n 	9,95088E+76
GCD	3,11913E+76	 r 	0	 n 	3,11913E+76
GCD	9,70747E+76	 r 	0	 n 	9,70747E+76
GCD	6,29158E+76	 r 	0	 n 	6,29158E+76
GCD	3,72676E+76	 r 	0	 n 	3,72676E+76
GCD	3,85894E+76	 r 	0	 n 	3,85894E+76
GCD	8,99603E+76	 r 	0	 n 	8,99603E+76
GCD	7,10632E+76	 r 	0	 n 	7,10632E+76
GCD	9,41385E+76	 r 	0	 n 	9,41385E+76
GCD	2639	 r 	1,6048E+152	 n 	3,03204E+76
GCD	5,51088E+76	 r 	0	 n 	5,51088E+76
GCD	568656	 r 	2,0394E+153	 n 	4,90361E+76
GCD	9,29529E+76	 r 	0	 n 	9,29529E+76
GCD	20210	 r 	1,0316E+154	 n 	1,13296E+77
GCD	9,3777E+76	 r 	0	 n 	9,3777E+76
GCD	5,51674E+76	 r 	0	 n 	5,51674E+76
GCD	9,34816E+76	 r 	0	 n 	9,34816E+76
GCD	1,09873E+77	 r 	0	 n 	1,09873E+77
GCD	1,04744E+77	 r 	0	 n 	1,04744E+77
GCD	7,37137E+75	 r 	0	 n 	7,37137E+75
GCD	5,31287E+75	 r 	0	 n 	5,31287E+75
GCD	6,77052E+76	 r 	0	 n 	6,77052E+76
GCD	4,72753E+76	 r 	0	 n 	4,72753E+76
GCD	1,62947E+76	 r 	0	 n 	1,62947E+76
GCD	5,75947E+76	 r 	0	 n 	5,75947E+76
